00:24:42.822555 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2185132077:2185132136, ack 1026504673, win 502, options [nop,nop,TS val 3545655208 ecr 2573985033], length 59
00:24:48.366790 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3245:3304, ack 6766, win 502, options [nop,nop,TS val 3545660752 ecr 2573990577], length 59

00:24:48.367098 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 6766:6889, ack 3304, win 509, options [nop,nop,TS val 2573990677 ecr 3545660752], length 123

00:24:48.367169 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6889, win 502, options [nop,nop,TS val 3545660753 ecr 2573990677], length 0

00:24:48.422396 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660808 ecr 2573990633], length 59

00:24:48.422704 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990733 ecr 3545660808], length 123

00:24:48.422746 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660808 ecr 2573990733], length 0

00:24:48.427852 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660813 ecr 2573990638], length 59

00:24:48.428095 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990738 ecr 3545660813], length 123

00:24:48.428172 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660814 ecr 2573990738], length 0

00:24:48.432324 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660818 ecr 2573990643], length 59

00:24:48.432628 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990743 ecr 3545660818], length 123

00:24:48.432677 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660818 ecr 2573990743], length 0

00:24:48.437788 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660823 ecr 2573990648], length 59

00:24:48.438224 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990748 ecr 3545660823], length 123

00:24:48.438295 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660824 ecr 2573990748], length 0

00:24:48.442584 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660828 ecr 2573990653], length 59

00:24:48.442905 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990753 ecr 3545660828], length 123

00:24:48.442943 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660828 ecr 2573990753], length 0

00:24:48.448020 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660833 ecr 2573990658], length 59

00:24:48.448447 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990759 ecr 3545660833], length 123

00:24:48.448496 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660834 ecr 2573990759], length 0

00:24:48.452586 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660838 ecr 2573990663], length 59

00:24:48.453016 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990763 ecr 3545660838], length 123

00:24:48.453066 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660839 ecr 2573990763], length 0

00:24:48.456211 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660842 ecr 2573990668], length 59

00:24:48.456520 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990767 ecr 3545660842], length 123

00:24:48.456587 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660842 ecr 2573990767], length 0

00:24:48.461701 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660847 ecr 2573990673], length 59

00:24:48.462032 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990772 ecr 3545660847], length 123

00:24:48.462101 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660848 ecr 2573990772], length 0

00:24:48.466325 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3304:3363, ack 6889, win 502, options [nop,nop,TS val 3545660852 ecr 2573990677], length 59

00:24:48.466538 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 6889:7012, ack 3363, win 509, options [nop,nop,TS val 2573990777 ecr 3545660852], length 123

00:24:48.466609 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7012, win 502, options [nop,nop,TS val 3545660852 ecr 2573990777], length 0

00:24:48.522839 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660908 ecr 2573990733], length 59

00:24:48.523265 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990833 ecr 3545660908], length 123

00:24:48.523334 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660909 ecr 2573990833], length 0

00:24:48.527437 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660913 ecr 2573990738], length 59

00:24:48.527744 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990838 ecr 3545660913], length 123

00:24:48.527821 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660913 ecr 2573990838], length 0

00:24:48.531916 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660917 ecr 2573990743], length 59

00:24:48.532336 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990843 ecr 3545660917], length 123

00:24:48.532381 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660918 ecr 2573990843], length 0

00:24:48.537597 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660923 ecr 2573990748], length 59

00:24:48.538026 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990848 ecr 3545660923], length 123

00:24:48.538095 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660924 ecr 2573990848], length 0

00:24:48.542379 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660928 ecr 2573990753], length 59

00:24:48.542688 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990853 ecr 3545660928], length 123

00:24:48.542735 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660928 ecr 2573990853], length 0

00:24:48.547842 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660933 ecr 2573990759], length 59

00:24:48.548155 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990858 ecr 3545660933], length 123

00:24:48.548208 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660934 ecr 2573990858], length 0

00:24:48.552288 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660938 ecr 2573990763], length 59

00:24:48.552718 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990863 ecr 3545660938], length 123

00:24:48.552769 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660938 ecr 2573990863], length 0

00:24:48.556891 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660942 ecr 2573990767], length 59

00:24:48.557309 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990868 ecr 3545660942], length 123

00:24:48.557380 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660943 ecr 2573990868], length 0

00:24:48.562604 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660948 ecr 2573990772], length 59

00:24:48.562914 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990873 ecr 3545660948], length 123

00:24:48.562958 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660948 ecr 2573990873], length 0

00:24:48.567086 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3363:3422, ack 7012, win 502, options [nop,nop,TS val 3545660953 ecr 2573990777], length 59

00:24:48.567472 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 7012:7135, ack 3422, win 509, options [nop,nop,TS val 2573990878 ecr 3545660953], length 123

00:24:48.567547 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7135, win 502, options [nop,nop,TS val 3545660953 ecr 2573990878], length 0

00:24:48.622775 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661008 ecr 2573990833], length 59

00:24:48.622979 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990933 ecr 3545661008], length 123

00:24:48.623026 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661008 ecr 2573990933], length 0

00:24:48.627226 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661013 ecr 2573990838], length 59

00:24:48.627531 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990938 ecr 3545661013], length 123

00:24:48.627580 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661013 ecr 2573990938], length 0

00:24:48.632778 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661018 ecr 2573990843], length 59

00:24:48.632990 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990943 ecr 3545661018], length 123

00:24:48.633037 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661018 ecr 2573990943], length 0

00:24:48.637156 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661023 ecr 2573990848], length 59

00:24:48.637593 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990948 ecr 3545661023], length 123

00:24:48.637661 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661023 ecr 2573990948], length 0

00:24:48.641783 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661027 ecr 2573990853], length 59

00:24:48.642091 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990952 ecr 3545661027], length 123

00:24:48.642168 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661028 ecr 2573990952], length 0

00:24:48.647280 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661033 ecr 2573990858], length 59

00:24:48.647475 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990958 ecr 3545661033], length 123

00:24:48.647546 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661033 ecr 2573990958], length 0

00:24:48.652697 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661038 ecr 2573990863], length 59

00:24:48.652981 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990963 ecr 3545661038], length 123

00:24:48.653031 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661038 ecr 2573990963], length 0

00:24:48.657169 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661043 ecr 2573990868], length 59

00:24:48.657609 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990968 ecr 3545661043], length 123

00:24:48.657660 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661043 ecr 2573990968], length 0

00:24:48.661877 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661047 ecr 2573990873], length 59

00:24:48.662300 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990973 ecr 3545661047], length 123

00:24:48.662367 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661048 ecr 2573990973], length 0

00:24:48.666591 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3422:3481, ack 7135, win 502, options [nop,nop,TS val 3545661052 ecr 2573990878], length 59

00:24:48.666909 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 7135:7258, ack 3481, win 509, options [nop,nop,TS val 2573990977 ecr 3545661052], length 123

00:24:48.666967 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7258, win 502, options [nop,nop,TS val 3545661052 ecr 2573990977], length 0

00:24:48.723192 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3481:3540, ack 7258, win 502, options [nop,nop,TS val 3545661109 ecr 2573990933], length 59

00:24:48.723616 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 7258:7381, ack 3540, win 509, options [nop,nop,TS val 2573991034 ecr 3545661109], length 123

00:24:48.723685 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7381, win 502, options [nop,nop,TS val 3545661109 ecr 2573991034], length 0

00:24:48.727788 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3481:3540, ack 7258, win 502, options [nop,nop,TS val 3545661113 ecr 2573990938], length 59

00:24:48.728097 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 7258:7381, ack 3540, win 509, options [nop,nop,TS val 2573991038 ecr 3545661113], length 123

00:24:48.728173 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7381, win 502, options [nop,nop,TS val 3545661114 ecr 2573991038], length 0

00:24:48.732285 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3481:3540, ack 7258, win 502, options [nop,nop,TS val 3545661118 ecr 2573990943], length 59

00:24:48.732612 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 7258:7381, ack 3540, win 509, options [nop,nop,TS val 2573991043 ecr 3545661118], length 123

00:24:48.732658 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7381, win 502, options [nop,nop,TS val 3545661118 ecr 2573991043], length 0

00:24:48.737873 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3481:3540, ack 7258, win 502, options [nop,nop,TS val 3545661123 ecr 2573990948], length 59

00:24:48.738181 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 7258:7381, ack 3540, win 509, options [nop,nop,TS val 2573991049 ecr 3545661123], length 123

00:24:48.738250 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7381, win 502, options [nop,nop,TS val 3545661124 ecr 2573991049], length 0

00:24:48.742474 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3481:3540, ack 7258, win 502, options [nop,nop,TS val 3545661128 ecr 2573990952], length 59

00:24:48.742778 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 7258:7381, ack 3540, win 509, options [nop,nop,TS val 2573991053 ecr 3545661128], length 123

00:24:48.742819 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7381, win 502, options [nop,nop,TS val 3545661128 ecr 2573991053], length 0
