18:48:47.547138 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3259805872, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547148 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3219918883, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547147 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [S], seq 4190752465, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547209 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [S.], seq 3992707473, ack 4190752466, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547242 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547251 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [S.], seq 1055433407, ack 3219918884, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [S.], seq 671683761, ack 3259805873, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547283 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547286 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547287 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 59
18:48:54.224377 IP amd256.utah.cloudlab.us.39828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306610 ecr 2726636056], length 59

18:48:54.224383 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39820: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636535 ecr 3698306610], length 123

18:48:54.224392 IP amd256.utah.cloudlab.us.39820 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306610 ecr 2726636535], length 0

18:48:54.224407 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306610 ecr 2726636055], length 59

18:48:54.224481 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39828: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636535 ecr 3698306610], length 123

18:48:54.224502 IP amd256.utah.cloudlab.us.39828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306610 ecr 2726636535], length 0

18:48:54.224510 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39810: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636535 ecr 3698306610], length 123

18:48:54.224523 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306610 ecr 2726636535], length 0

18:48:54.227015 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306612 ecr 2726636059], length 59

18:48:54.227046 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306612 ecr 2726636059], length 59

18:48:54.227272 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39846: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636538 ecr 3698306612], length 123

18:48:54.227283 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39858: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636538 ecr 3698306612], length 123

18:48:54.227294 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306613 ecr 2726636538], length 0

18:48:54.227304 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306613 ecr 2726636538], length 0

18:48:54.227345 IP amd256.utah.cloudlab.us.39840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306613 ecr 2726636059], length 59

18:48:54.227504 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306613 ecr 2726636060], length 59

18:48:54.227542 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39840: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636538 ecr 3698306613], length 123

18:48:54.227563 IP amd256.utah.cloudlab.us.39840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306613 ecr 2726636538], length 0

18:48:54.227632 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39860: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636538 ecr 3698306613], length 123

18:48:54.227654 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306613 ecr 2726636538], length 0

18:48:54.227966 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306613 ecr 2726636059], length 59

18:48:54.228068 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39864: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636539 ecr 3698306613], length 123

18:48:54.228078 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306614 ecr 2726636539], length 0

18:48:54.228150 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306614 ecr 2726636059], length 59

18:48:54.228273 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39918: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636539 ecr 3698306614], length 123

18:48:54.228294 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306614 ecr 2726636539], length 0

18:48:54.228362 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306614 ecr 2726636060], length 59

18:48:54.228457 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306614 ecr 2726636059], length 59

18:48:54.228461 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39932: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636539 ecr 3698306614], length 123

18:48:54.228474 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306614 ecr 2726636539], length 0

18:48:54.228555 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39904: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636539 ecr 3698306614], length 123

18:48:54.228572 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306614 ecr 2726636060], length 59

18:48:54.228577 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306614 ecr 2726636539], length 0

18:48:54.228623 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306614 ecr 2726636060], length 59

18:48:54.228666 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39876: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636539 ecr 3698306614], length 123

18:48:54.228679 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306614 ecr 2726636539], length 0

18:48:54.228715 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39940: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636539 ecr 3698306614], length 123

18:48:54.228728 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306614 ecr 2726636539], length 0

18:48:54.228738 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306614 ecr 2726636060], length 59

18:48:54.228776 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306614 ecr 2726636060], length 59

18:48:54.228857 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39890: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636540 ecr 3698306614], length 123

18:48:54.228872 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306614 ecr 2726636540], length 0

18:48:54.228915 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39938: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636540 ecr 3698306614], length 123

18:48:54.228936 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306614 ecr 2726636540], length 0

18:48:54.229426 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 827:886, ack 1723, win 502, options [nop,nop,TS val 3698306615 ecr 2726636060], length 59

18:48:54.229448 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 827:886, ack 1723, win 502, options [nop,nop,TS val 3698306615 ecr 2726636060], length 59

18:48:54.229480 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 827:886, ack 1723, win 502, options [nop,nop,TS val 3698306615 ecr 2726636061], length 59

18:48:54.229535 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [P.], seq 1723:1846, ack 886, win 509, options [nop,nop,TS val 2726636540 ecr 3698306615], length 123

18:48:54.229548 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698306615 ecr 2726636540], length 0

18:48:54.229589 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [P.], seq 1723:1846, ack 886, win 509, options [nop,nop,TS val 2726636540 ecr 3698306615], length 123

18:48:54.229601 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698306615 ecr 2726636540], length 0

18:48:54.229633 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [P.], seq 1723:1846, ack 886, win 509, options [nop,nop,TS val 2726636540 ecr 3698306615], length 123

18:48:54.229646 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698306615 ecr 2726636540], length 0

18:48:54.229691 IP amd256.utah.cloudlab.us.39946 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306615 ecr 2726636060], length 59

18:48:54.229815 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39946: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636540 ecr 3698306615], length 123

18:48:54.229836 IP amd256.utah.cloudlab.us.39946 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306615 ecr 2726636540], length 0

18:48:54.697138 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307083 ecr 2726636529], length 59

18:48:54.697445 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39562: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637008 ecr 3698307083], length 123

18:48:54.697465 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307083 ecr 2726637008], length 0

18:48:54.697634 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307083 ecr 2726636530], length 59

18:48:54.697840 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307083 ecr 2726636529], length 59

18:48:54.697868 IP amd256.utah.cloudlab.us.39574 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307083 ecr 2726636530], length 59

18:48:54.697881 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307083 ecr 2726636529], length 59

18:48:54.697938 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39634: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637009 ecr 3698307083], length 123

18:48:54.697960 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307083 ecr 2726637009], length 0

18:48:54.697998 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39658: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637009 ecr 3698307083], length 123

18:48:54.698019 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307083 ecr 2726637009], length 0

18:48:54.698035 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39574: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637009 ecr 3698307083], length 123

18:48:54.698048 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39590: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637009 ecr 3698307083], length 123

18:48:54.698057 IP amd256.utah.cloudlab.us.39574 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307084 ecr 2726637009], length 0

18:48:54.698070 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307084 ecr 2726637009], length 0

18:48:54.698991 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307084 ecr 2726636530], length 59

18:48:54.699106 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307085 ecr 2726636530], length 59

18:48:54.699141 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39682: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637010 ecr 3698307084], length 123

18:48:54.699153 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307085 ecr 2726637010], length 0

18:48:54.699163 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307085 ecr 2726636530], length 59

18:48:54.699197 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307085 ecr 2726636529], length 59

18:48:54.699198 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39666: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637010 ecr 3698307085], length 123

18:48:54.699207 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307085 ecr 2726637010], length 0

18:48:54.699215 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307085 ecr 2726636529], length 59

18:48:54.699235 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39686: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637010 ecr 3698307085], length 123

18:48:54.699245 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307085 ecr 2726637010], length 0

18:48:54.699280 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39606: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637010 ecr 3698307085], length 123

18:48:54.699292 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307085 ecr 2726637010], length 0

18:48:54.699304 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39618: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637010 ecr 3698307085], length 123

18:48:54.699316 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307085 ecr 2726637010], length 0

18:48:54.699430 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307085 ecr 2726636530], length 59

18:48:54.699444 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307085 ecr 2726636530], length 59

18:48:54.699496 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307085 ecr 2726636530], length 59

18:48:54.699665 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39624: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637010 ecr 3698307085], length 123

18:48:54.699678 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307085 ecr 2726637010], length 0

18:48:54.699693 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39700: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637010 ecr 3698307085], length 123

18:48:54.699713 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307085 ecr 2726637010], length 0

18:48:54.699714 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39644: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637010 ecr 3698307085], length 123

18:48:54.699734 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307085 ecr 2726637010], length 0

18:48:54.700074 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307086 ecr 2726636529], length 59

18:48:54.700127 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307086 ecr 2726636530], length 59

18:48:54.700374 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39710: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637011 ecr 3698307086], length 123

18:48:54.700375 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39706: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637011 ecr 3698307086], length 123

18:48:54.700377 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307086 ecr 2726636530], length 59

18:48:54.700395 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307086 ecr 2726637011], length 0

18:48:54.700396 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307086 ecr 2726637011], length 0

18:48:54.700508 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39714: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637011 ecr 3698307086], length 123

18:48:54.700520 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307086 ecr 2726637011], length 0

18:48:54.701610 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307087 ecr 2726636533], length 59

18:48:54.701809 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39716: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637012 ecr 3698307087], length 123

18:48:54.701831 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307087 ecr 2726637012], length 0

18:48:54.702365 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307088 ecr 2726636533], length 59

18:48:54.702376 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307088 ecr 2726636533], length 59

18:48:54.702413 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307088 ecr 2726636533], length 59

18:48:54.702449 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307088 ecr 2726636534], length 59

18:48:54.702480 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39722: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637013 ecr 3698307088], length 123

18:48:54.702504 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307088 ecr 2726637013], length 0

18:48:54.702512 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39718: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637013 ecr 3698307088], length 123

18:48:54.702537 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698307088 ecr 2726637013], length 0

18:48:54.702817 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698307088 ecr 2726636534], length 59

18:48:54.702858 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39736: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726637013 ecr 3698307088], length 123
