18:44:27.876614 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1639087334:1639087393, ack 588185414, win 502, options [nop,nop,TS val 3698040262 ecr 2726369707], length 59

18:44:34.601894 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40690: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376912 ecr 3698046987], length 123

18:44:34.601897 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40716: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376912 ecr 3698046987], length 123

18:44:34.601919 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046987 ecr 2726376912], length 0

18:44:34.601922 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046987 ecr 2726376912], length 0

18:44:34.601929 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046987 ecr 2726376432], length 59

18:44:34.602132 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40702: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376913 ecr 3698046987], length 123

18:44:34.602156 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046988 ecr 2726376913], length 0

18:44:34.602463 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046988 ecr 2726376433], length 59

18:44:34.602602 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40734: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376913 ecr 3698046988], length 123

18:44:34.602623 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046988 ecr 2726376913], length 0

18:44:34.602894 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046988 ecr 2726376434], length 59

18:44:34.602963 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046988 ecr 2726376433], length 59

18:44:34.603008 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046988 ecr 2726376434], length 59

18:44:34.603132 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40728: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376914 ecr 3698046988], length 123

18:44:34.603151 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40740: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376914 ecr 3698046988], length 123

18:44:34.603155 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046989 ecr 2726376914], length 0

18:44:34.603175 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046989 ecr 2726376914], length 0

18:44:34.603186 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40746: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376914 ecr 3698046988], length 123

18:44:34.603210 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046989 ecr 2726376914], length 0

18:44:34.606098 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046992 ecr 2726376437], length 59

18:44:34.606258 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046992 ecr 2726376438], length 59

18:44:34.606360 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046992 ecr 2726376437], length 59

18:44:34.606397 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40766: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376917 ecr 3698046992], length 123

18:44:34.606421 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046992 ecr 2726376917], length 0

18:44:34.606464 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40764: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376917 ecr 3698046992], length 123

18:44:34.606468 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046992 ecr 2726376437], length 59

18:44:34.606473 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40798: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376917 ecr 3698046992], length 123

18:44:34.606486 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046992 ecr 2726376917], length 0

18:44:34.606494 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046992 ecr 2726376917], length 0

18:44:34.606666 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40754: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376917 ecr 3698046992], length 123

18:44:34.606687 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046992 ecr 2726376917], length 0

18:44:34.606799 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046992 ecr 2726376437], length 59

18:44:34.606959 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40794: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376918 ecr 3698046992], length 123

18:44:34.606982 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046992 ecr 2726376918], length 0

18:44:34.607128 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046993 ecr 2726376437], length 59

18:44:34.607300 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40752: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376918 ecr 3698046993], length 123

18:44:34.607303 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046993 ecr 2726376438], length 59

18:44:34.607321 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046993 ecr 2726376918], length 0

18:44:34.607328 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046993 ecr 2726376438], length 59

18:44:34.607420 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40800: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376918 ecr 3698046993], length 123

18:44:34.607446 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046993 ecr 2726376918], length 0

18:44:34.607507 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40784: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376918 ecr 3698046993], length 123

18:44:34.607519 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046993 ecr 2726376918], length 0

18:44:34.610567 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046996 ecr 2726376441], length 59

18:44:34.610622 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046996 ecr 2726376442], length 59

18:44:34.610877 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046996 ecr 2726376442], length 59

18:44:34.610878 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40824: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376922 ecr 3698046996], length 123

18:44:34.610878 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40812: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376921 ecr 3698046996], length 123

18:44:34.610901 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046996 ecr 2726376921], length 0

18:44:34.610902 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046996 ecr 2726376922], length 0

18:44:34.611137 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40816: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376922 ecr 3698046996], length 123

18:44:34.611162 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046997 ecr 2726376922], length 0

18:44:34.611571 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046997 ecr 2726376442], length 59

18:44:34.611608 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046997 ecr 2726376442], length 59

18:44:34.611614 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046997 ecr 2726376443], length 59

18:44:34.611756 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40828: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376922 ecr 3698046997], length 123

18:44:34.611776 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046997 ecr 2726376922], length 0

18:44:34.611776 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40840: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376922 ecr 3698046997], length 123

18:44:34.611780 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40850: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376922 ecr 3698046997], length 123

18:44:34.611798 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046997 ecr 2726376922], length 0

18:44:34.611804 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046997 ecr 2726376922], length 0

18:44:34.612111 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046998 ecr 2726376443], length 59

18:44:34.612238 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40860: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376923 ecr 3698046998], length 123

18:44:34.612262 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046998 ecr 2726376923], length 0

18:44:34.612743 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698046998 ecr 2726376443], length 59

18:44:34.612985 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40866: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376924 ecr 3698046998], length 123

18:44:34.612998 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698046998 ecr 2726376924], length 0

18:44:34.616338 IP amd256.utah.cloudlab.us.40912 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047002 ecr 2726376447], length 59

18:44:34.616695 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40912: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376927 ecr 3698047002], length 123

18:44:34.616705 IP amd256.utah.cloudlab.us.40912 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047002 ecr 2726376927], length 0

18:44:34.616965 IP amd256.utah.cloudlab.us.40892 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047002 ecr 2726376447], length 59

18:44:34.616967 IP amd256.utah.cloudlab.us.40928 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047002 ecr 2726376448], length 59

18:44:34.616968 IP amd256.utah.cloudlab.us.40946 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047002 ecr 2726376449], length 59

18:44:34.617077 IP amd256.utah.cloudlab.us.40882 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047003 ecr 2726376447], length 59

18:44:34.617078 IP amd256.utah.cloudlab.us.40900 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047003 ecr 2726376447], length 59

18:44:34.617109 IP amd256.utah.cloudlab.us.40960 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047003 ecr 2726376448], length 59

18:44:34.617154 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40928: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376928 ecr 3698047002], length 123

18:44:34.617178 IP amd256.utah.cloudlab.us.40928 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047003 ecr 2726376928], length 0

18:44:34.617186 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40946: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376928 ecr 3698047002], length 123

18:44:34.617208 IP amd256.utah.cloudlab.us.40946 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047003 ecr 2726376928], length 0

18:44:34.617210 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40900: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376928 ecr 3698047003], length 123

18:44:34.617219 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40892: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376928 ecr 3698047002], length 123

18:44:34.617219 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40882: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376928 ecr 3698047003], length 123

18:44:34.617232 IP amd256.utah.cloudlab.us.40900 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047003 ecr 2726376928], length 0

18:44:34.617237 IP amd256.utah.cloudlab.us.40892 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047003 ecr 2726376928], length 0

18:44:34.617248 IP amd256.utah.cloudlab.us.40882 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047003 ecr 2726376928], length 0

18:44:34.617320 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40960: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376928 ecr 3698047003], length 123

18:44:34.617342 IP amd256.utah.cloudlab.us.40960 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047003 ecr 2726376928], length 0

18:44:34.617402 IP amd256.utah.cloudlab.us.40934 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047003 ecr 2726376448], length 59

18:44:34.617671 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40934: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376928 ecr 3698047003], length 123

18:44:34.617692 IP amd256.utah.cloudlab.us.40934 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047003 ecr 2726376928], length 0

18:44:34.620414 IP amd256.utah.cloudlab.us.40970 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047006 ecr 2726376451], length 59

18:44:34.620720 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40970: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376931 ecr 3698047006], length 123

18:44:34.620731 IP amd256.utah.cloudlab.us.40970 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047006 ecr 2726376931], length 0

18:44:34.620814 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047006 ecr 2726376452], length 59

18:44:34.620996 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40990: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376932 ecr 3698047006], length 123

18:44:34.621018 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047006 ecr 2726376932], length 0

18:44:34.621390 IP amd256.utah.cloudlab.us.41006 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047007 ecr 2726376452], length 59

18:44:34.621399 IP amd256.utah.cloudlab.us.40974 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047007 ecr 2726376452], length 59

18:44:34.621687 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40974: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376932 ecr 3698047007], length 123

18:44:34.621688 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41006: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376932 ecr 3698047007], length 123

18:44:34.621707 IP amd256.utah.cloudlab.us.40974 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047007 ecr 2726376932], length 0

18:44:34.621716 IP amd256.utah.cloudlab.us.41006 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047007 ecr 2726376932], length 0

18:44:34.621854 IP amd256.utah.cloudlab.us.41036 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047007 ecr 2726376452], length 59

18:44:34.622034 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41036: Flags [P.], seq 1723:1846, ack 885, win 509, options [nop,nop,TS val 2726376933 ecr 3698047007], length 123

18:44:34.622049 IP amd256.utah.cloudlab.us.41036 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1846, win 502, options [nop,nop,TS val 3698047008 ecr 2726376933], length 0

18:44:34.622429 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047008 ecr 2726376454], length 59

18:44:34.622448 IP amd256.utah.cloudlab.us.41020 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 826:885, ack 1723, win 502, options [nop,nop,TS val 3698047008 ecr 2726376454], length 59
